,aut_group_size,aut_group_size_exp,density,m,modularity,n,name,num_generators,num_orbits
59,1.0,0,0.000470130229307,51027,0.901670454729,14734,epb1.mtx,0,14734
60,1.0,0,0.00147670612635,9376,0.807182137205,3564,saylr4.mtx,0,3564
61,1.60264844084,2278,0.00092465399736,80623,0.622210598294,13206,c-45.mtx,3454,144
62,1.0,0,0.00283057589122,11379,0.562647031945,2836,extr1b.mtx,0,2836
63,1.7179869184,10,0.00722622604247,2901380,0.603690097365,28338,TSOPF_RS_b300_c2.mtx,34,14505
64,2.0,0,0.00998149074537,19953,0.517917566111,2000,Trefethen_2000.mtx,1,1000
65,2.38915111536,158,2.23390265328e-05,1156809,0.58619963067,321821,ASIC_320k.mtx,106,321029
66,6.0,0,0.00347108396808,117225,0.560739413685,8219,benzene.mtx,2,1549
67,1.34535945937,45873,0.00101413909082,4827996,0.879092801531,97578,m_t1.mtx,80534,17044
68,4.49629262823,1251,0.000426403038902,24316,0.878217989919,10680,PGPgiantcompo.mtx,2586,7944
69,8.13673214347,4633,0.00298181640011,183910,0.857043201169,11107,k3plates.mtx,8894,2213
70,1.66873987181,94,0.00538587273931,243319,0.922653205825,9506,nemeth14.mtx,313,9193
71,1.0,0,0.00418779165938,3114,0.900164752053,1220,fpga_trans_01.mtx,0,1220
72,4.0,0,0.000480184606846,4198,0.96451479538,4182,S80PI_n.mtx,2,4018
73,1.62817928981,211,0.0139719472621,33889,0.738059039363,2203,ex20.mtx,625,1574
74,1.0,0,0.0403833759307,1635345,0.575558047176,9000,nd3k.mtx,0,9000
75,1.0,0,0.00576026797744,155021,0.72152283083,7337,lhr07.mtx,0,7337
76,5.49755813888,11,0.00138874412814,31858,0.768222231156,6774,jan99jac020.mtx,39,6570
77,1.6,1,0.000984196839368,12300,0.876187404984,5000,rdb5000.mtx,3,325
78,1.0,0,0.0142518025908,4809,0.404366859792,822,bp_1600.mtx,0,822
79,1.0,0,0.00015006730863,772886,0.843676419549,101492,2cubes_sphere.mtx,0,101492
80,8.0,0,0.000910626821254,118440,0.879213613268,16129,Dubcova1.mtx,2,2080
81,8.0,0,9.95024875622e-05,79600,0.935552292556,40000,jnlbrng1.mtx,2,5050
82,7.48906792625,581,0.00743172632672,236598,0.788864507888,7980,GT01R.mtx,1764,6216
83,1.0,0,0.000166647041808,277740,0.717400875074,57735,bayer01.mtx,0,57735
84,1.0,0,0.00282882899903,11380,0.564942426667,2837,extr1.mtx,0,2837
85,2.36036930957,2438,0.000599595867398,71419,0.955578063899,15435,OPF_3754.mtx,7336,5833
86,2.0,0,0.0121974897719,3518,0.821663888243,760,fs_760_3.mtx,1,380
87,3.88533778445,84,0.0165714325557,748652,0.867146243155,9506,nemeth23.mtx,281,9225
88,8.57625855919,2230,0.00319096874208,350491,0.843229100756,14822,Pres_Poisson.mtx,7411,7411
89,2.7648,5,9.34609753697e-05,261120,0.950684003958,74752,finan512.mtx,9,348
90,3.54399547947,2274,0.00538606376387,173714,0.794872701988,8032,bcsstk38.mtx,4594,3407
91,2.0,0,1.13884191166e-05,1574400,0.967499148885,525825,parabolic_fem.mtx,1,262913
92,5.22752197727,1995,0.00354161083092,331417,0.838332337758,13681,cbuckle.mtx,4871,8791
93,1.0,0,0.142658315936,16400,0.212011042534,480,rbsb480.mtx,0,480
94,4.73092897469,376649,5.61329585211e-06,610306,0.659245519675,466316,boyd2.mtx,93260,24
95,1.0,0,0.000381535429304,198109,0.823573931077,32226,helm3d01.mtx,0,32226
96,1.0,0,0.00589194597299,11778,0.379771668636,2000,G39.mtx,0,2000
97,1.307674368,12,0.00124339446689,25740,0.360957896459,6435,n3c6-b7.mtx,11,1
98,1.6,1,2.30469650272e-05,755200,0.89515735471,256000,Lin.mtx,3,16400
99,1.0,0,0.0137593853676,1182,0.744575642534,415,problem1.mtx,0,415
100,1.0,0,0.00377089525142,2804,0.897211620448,1220,fpga_dcop_04.mtx,0,1220
101,9.152,3,0.00305543314237,8008,0.371255999557,2290,Sieber.mtx,4,2
102,1.0,0,0.0642006269592,16896,0.453959539464,726,msc00726.mtx,0,726
103,1.0,0,0.00441768649034,20988,0.643383510526,3083,bayer09.mtx,0,3083
104,1.38628110596,19041,0.000933693093697,1021261,0.877384627213,46772,bcsstk39.mtx,36632,10140
105,4.05978971477,265,0.000491765377107,319665,0.703917146241,36057,onetone1.mtx,661,17646
106,6.54678121579,150,0.00586905825308,265148,0.919470212346,9506,nemeth15.mtx,501,9005
107,8.0,0,9.8517314418e-05,80400,0.93559197622,40401,chem_master1.mtx,2,5151
108,9.9753155844,3009,0.000222250373284,99976,0.98272319793,29995,spmsrtls.mtx,9999,9999
109,3.93210181543,9342,0.000141015764855,236980,0.837382075177,57975,c-67.mtx,13554,7596
110,1.59517824135,3087,0.000374104202096,170989,0.696507444897,30235,c-53.mtx,6585,6631
111,1.2,3,0.0001527548671,1670700,0.913866402839,147900,FEM_3D_thermal2.mtx,5,249
112,1.6,1,0.00279765777489,4816,0.750669660103,1856,watt_1.mtx,3,150
113,8.0,0,4.35300107892e-06,1833488,0.974317273315,917825,tmt_unsym.mtx,2,115190
114,1.63704605141,38,0.0388225934765,3416,0.685794634973,420,bcsstm07.mtx,100,284
115,4.0,0,0.00039803980398,19900,0.904640293174,10000,cryg10000.mtx,2,4950
116,2.69435870254,13533,0.000919813575236,2075166,0.807206863888,67173,laminar_duct3D.mtx,34783,32390
117,1.0,0,0.00123554019438,763334,0.774438691775,35152,lhr34.mtx,0,35152
118,1.03737889222,180,0.00514601758207,232483,0.923489565039,9506,nemeth13.mtx,598,8908
119,1.82372540549,79,0.000684020103548,432221,0.894790817075,35550,g7jac120.mtx,257,35293
120,1.0,0,0.142727905358,16408,0.210648203933,480,rbsa480.mtx,0,480
121,2.4,1,0.0137707833352,58046,0.740660034281,2904,meg1.mtx,3,2898
122,1.80996786686,464,0.000987734862672,33236,0.730036963379,8204,c-37.mtx,1332,3469
123,8.90717730081,2343,0.000140026237855,133199,0.85417343768,43618,c-61.mtx,6605,16874
124,2.4,1,0.00294521885926,429423,0.663528166731,17077,Si10H16.mtx,3,864
125,4.29291663276,5725,0.00538794839769,302952,0.871973575672,10605,ted_A_unscaled.mtx,8703,1898
126,1.05969973616,557,0.0366758586782,27451,0.719791258476,1224,bcsstm27.mtx,1002,114
127,9.9753155844,3009,0.0002000099995,39992,0.979487875971,19998,LF10000.mtx,9999,5000
128,1.0,0,0.00406517643624,231473,0.724288372133,10672,lhr10c.mtx,0,10672
129,7.2,2,0.00165760324201,43246,0.708423450796,7224,TSOPF_RS_b9_c6.mtx,5,1224
130,6.64613997892,35,0.000500747933037,106388,0.806414076091,20614,jan99jac060sc.mtx,119,19970
131,8.0,0,0.0166261946136,751126,0.866908120263,9506,nemeth25.mtx,3,9503
132,3.2768,4,0.00118092904274,244753,0.784649653501,20360,t3dl_a.mtx,14,10173
133,1.0,0,0.00324823131693,57295,0.836798139645,5940,utm5940.mtx,0,5940
134,2.74899522819,145,0.031114436154,10938,0.708842039279,839,ex22.mtx,427,412
135,9.86192373015,2456,0.124430428217,340229,0.573377136983,2339,heart2.mtx,2193,146
136,2.0,0,6.66672222315e-05,119999,0.989656841469,60000,dixmaanl.mtx,1,30000
137,8.0,0,0.000464194258007,249220,0.826234926287,32769,viscoplastic2.mtx,3,32766
138,3.13922380439,882,0.000297233092235,258806,0.700179395117,41731,c-62.mtx,2863,23020
139,2.4,1,0.000180370374917,5210631,0.787397645193,240369,Si87H76.mtx,3,10867
140,2.72749005046,2555,0.00914969350309,137811,0.786768459002,5489,s2rmq4m1.mtx,4529,496
141,1.21645100409,17,0.000864007955533,627019,0.670400980859,38098,TSOPF_RS_b39_c19.mtx,18,2098
142,1.24009509132,805,0.000963870653706,45988,0.812525644995,9769,c-41.mtx,1777,3762
143,1.0,0,0.0212336364366,3439658,0.62139793735,18000,nd6k.mtx,0,18000
144,3.13506423809,4581,0.00012421184153,295031,0.812251866352,68924,c-70.mtx,12303,23596
145,1.0,0,0.000617787207336,1526732,0.816994177183,70304,lhr71c.mtx,0,70304
146,2.89480223093,76,0.00426433516947,192651,0.930068839818,9506,nemeth02.mtx,254,9252
147,3.6702499387,18150,1.67443007647e-05,997885,0.855124303512,345241,c-big.mtx,48602,142271
148,1.0,0,0.0095022721725,7513,0.507413424522,1258,mahindas.mtx,0,1258
149,8.8420697221,37,0.00225364130006,1458,0.893245910647,1138,1138_bus.mtx,104,1018
150,1.69142276903,7479,0.000256018748697,333403,0.606270512141,51035,c-64b.mtx,11155,26935
151,1.0,0,8.24494760501e-06,2177124,0.970628248086,726713,tmt_sym.mtx,0,726713
152,1.85083601133,145,0.000461222355225,5564086,0.613109631124,155331,SiO2.mtx,95,10687
153,1.0,0,0.000307666799485,57691,0.913970263024,19366,bodyy6.mtx,0,19366
154,7.68,2,0.00194283835532,4507776,0.395037074008,68121,Chebyshev4.mtx,8,34187
155,3.92360353811,140,0.0330856964648,11882,0.662657189741,848,ex25.mtx,422,425
156,7.1916841819,51,0.00905392756858,3018,0.815817267809,817,bcsstk19.mtx,167,650
157,3.6,4,0.000444493832648,18000,0.888868395062,9000,G66.mtx,5,1
158,7.14759640984,62,0.0614016736402,1761,0.559143290442,240,steam1.mtx,161,30
159,7.39341145919,4819,0.00106515531002,184003,0.887772582115,18588,nmos3.mtx,12388,6200
160,4.14219103625,12531,0.000144027344418,17468,0.946014606171,15575,poli_large.mtx,11072,4010
161,4.194304,6,0.00764494217707,3973,0.880048875087,1020,circuit204.mtx,22,800
162,2.0,0,0.000112022403405,34986,0.984396114082,24993,dtoc.mtx,1,24992
163,2.048,3,0.00067808160275,43603,0.771763620587,11341,coupled.mtx,11,11330
164,6.5400308925,239,0.00769576199528,14207,0.825891860392,1922,bcsstk26.mtx,644,1249
165,1.0,0,0.000647383078117,130534,0.816537223926,20082,chipcool0.mtx,0,20082
166,1.0,0,0.00176026596033,8836,0.861826456996,3169,swang2.mtx,0,3169
167,1.31150903672,1215,3.86658911462e-05,554926,0.63808532591,169422,c-73b.mtx,880,405
168,1.82372540549,79,0.000947088831082,265301,0.894146290704,23670,g7jac080.mtx,257,23413
169,2.0155392,8,0.000274998414544,184274,0.842780424656,36609,mark3jac080sc.mtx,20,19657
170,2.4,1,0.00376797214139,782004,0.629474133855,20374,TSOPF_RS_b162_c4.mtx,3,5374
171,1.0,0,0.000469905524866,63405,0.493130275597,16428,fd18.mtx,0,16428
172,1.6,1,0.00600750938673,1920,0.775992160373,800,rdb800l.mtx,3,55
173,5.46564699323,13343,0.000382762081653,506556,0.817423063182,51448,3D_51448_3D.mtx,34296,17152
174,1.01375947213,96,9.96262765323e-06,793545,0.773583333786,399130,language.mtx,316,398528
175,4.0,0,0.000141053317392,37200,0.930450099,22967,tuma1.mtx,2,6033
176,4.30908418921,85064,0.000307060526545,4966618,0.896927342744,179860,shipsec5.mtx,149429,30431
177,1.0,0,0.01,19990,0.161275656588,2000,G30.mtx,0,2000
178,7.88803877249,378,0.00256958154685,36616,0.672201644831,5339,c-31.mtx,988,1044
179,7.10279245094,1336,0.00313311013891,5528,0.579994446114,1879,rajat12.mtx,821,785
180,4.0,0,6.51065452008e-05,2186329,0.897782059395,259156,torso3.mtx,2,66300
181,6.4,1,0.00373861940048,2780,0.899035246623,1220,fpga_dcop_05.mtx,6,1214
182,4.80741073395,23159,0.00378788092349,5280703,0.792124264097,52804,crankseg_1.mtx,41873,10931
183,3.77257733564,21539,0.000424813515067,827684,0.928434380672,62424,venkat50.mtx,46818,15606
184,1.63311935646,2747,0.00383236475983,499505,0.853321557662,16146,olafu.mtx,5679,10467
185,1.2,2,3.66215407903e-05,122880,0.950004687806,81920,shallow_water2.mtx,4,715
186,1.0,0,0.0133894040559,4518,0.409603066265,822,bp_800.mtx,0,822
187,5.78960446187,76,0.00426442370958,192655,0.929800406619,9506,nemeth08.mtx,255,9251
188,3.2049219676,4989,0.00398451701952,830196,0.74948351012,20414,ns3Da.mtx,12824,7590
189,9.6,1,0.00374265388184,2783,0.899024207469,1220,fpga_dcop_07.mtx,6,1214
190,4.85337895389,3262,0.000979956814629,9964,0.628615857311,4510,circuit_2.mtx,2519,1991
191,2.77202265858,125740,2.64443502319e-05,2560040,0.996344251914,440020,largebasis.mtx,220009,80004
192,8.47009968533,27,0.0039457326631,1533,0.894223154953,882,qh882.mtx,81,336
193,4.07407195267,90,0.00318023241131,22919,0.661867974589,3797,c-25.mtx,301,1885
194,1.0,0,0.00377896421415,2810,0.900493218171,1220,fpga_dcop_35.mtx,0,1220
195,1.0,0,0.046405795778,3049,0.454187002045,363,str_200.mtx,0,363
196,4.72068540811,91,0.0216344297738,22415,0.699184201411,1440,msc01440.mtx,290,1150
197,2.45018564984,94281,0.000213978955475,5530634,0.930864789512,227362,bmw3_2.mtx,172468,54367
198,2.91305340937,2486,0.00205844777146,188536,0.854314773106,13535,garon2.mtx,7414,6121
199,5.73374653998,104,0.000123906165361,91513,0.941709759304,38434,mario001.mtx,348,38086
200,1.0,0,0.00607646873607,27481,0.670580955397,3008,bayer06.mtx,0,3008
201,1.0,0,0.000617480388189,28861,0.89309333413,9669,flowmeter0.mtx,0,9669
202,2.0155392,8,0.00108758587234,45314,0.757596797281,9129,mark3jac020.mtx,20,4897
203,1.32345307583,26,0.0422775315377,3720,0.680430360446,420,bcsstk07.mtx,75,341
204,7.48573558076,244,0.00232729456394,14324,0.775581376636,3509,c-21.mtx,579,1376
205,2.35121972939,32401,0.000162191583583,1744980,0.929884775883,146689,Dubcova3.mtx,81664,8256
206,2.0,0,0.00648378416294,2542,0.724560739142,886,orsirr_2.mtx,1,546
207,7.33065394183,151,0.0204189220665,40940,0.61457688984,2003,bcsstk13.mtx,426,1577
208,1.0,0,0.06,19176,0.0991714566833,800,G8.mtx,0,800
209,1.0,0,0.00387166770334,232684,0.728806123346,10964,lhr11c.mtx,0,10964
210,2.8,4,0.000571510215745,14000,0.880532612245,7000,G62.mtx,4,1
211,8.71782912,10,0.0108427166416,55428,0.721940507099,3198,rdist2.mtx,13,3185
212,1.6,1,0.0024544118918,5964,0.773816594515,2205,orsreg_1.mtx,3,198
213,1.28,2,9.13106715154e-05,38416,0.938197357455,29008,aug2d.mtx,4,3675
214,2.39430816407,188,0.0213189157365,21147,0.702235335455,1409,ex23.mtx,547,862
215,1.0,0,0.00377492973278,2807,0.90003260463,1220,fpga_dcop_08.mtx,0,1220
216,1.0,0,0.000339106192453,52196,0.913587951113,17546,bodyy4.mtx,0,17546
217,1.0,0,0.000406525627481,88749,0.817757042435,20896,Ill_Stokes.mtx,0,20896
218,2.12983431924,4818,0.0103590385499,609465,0.786333543636,10848,msc10848.mtx,8510,2338
219,1.82372540549,79,0.00128638609375,140115,0.892682846791,14760,g7jac050sc.mtx,257,14503
220,4.0,0,0.00183289442775,16604,0.856813249352,4257,t2dal.mtx,2,1100
221,4.60331398788,3582,0.000133300724648,391458,0.737280031082,76638,c-71.mtx,10603,34141
222,1.022416415,9171,0.00502184143958,2220156,0.715393654593,29736,thread.mtx,20898,8838
223,7.26838724296,134,0.000769373377827,9462,0.94621296319,4960,add32.mtx,448,4064
224,1.09951162778,12,0.00634150567443,1464,0.873832639076,680,fs_680_1.mtx,40,640
225,1.0,0,0.00848774790609,37020,0.720302114864,2954,lhr02.mtx,0,2954
226,2.28076898477,11124,0.00168523483135,1552895,0.8435263862,42930,sme3Dc.mtx,28474,14403
227,6.0,0,0.000882247336546,1660230,0.736194624021,61349,GaAsH6.mtx,2,10900
228,8.0,0,0.0165685550022,748522,0.867382271406,9506,nemeth24.mtx,3,9503
229,3.88557836604,4018,0.000122296505972,278256,0.826868797522,67458,c-69.mtx,11499,26663
230,4.67301980468,13512,0.00106095163655,1163583,0.907691795418,46835,rma10.mtx,30531,16283
231,2.0,0,0.00287085230969,4942,0.752953770005,1856,watt_2.mtx,1,1044
232,1.0,0,0.00262508551497,4831,0.85487815637,1919,plsk1919.mtx,0,1919
233,1.0,0,0.0141065877172,4760,0.395332537427,822,bp_1400.mtx,0,822
234,5.15444934457,32505,0.000164658537534,1293165,0.815722316875,125329,matrix-new_3.mtx,83546,41783
235,1.0,0,9.59928318853e-05,187483,0.836033003244,62500,ncvxqp5.mtx,0,62500
236,2.12482294238,2992,0.000119324673431,250598,0.778956253836,64810,c-68.mtx,8042,26904
237,2.0,0,0.000599840015998,29995,0.62273586688,10001,bloweybq.mtx,1,10000
238,2.45869031672,84,0.00125726293968,82336,0.872315251853,11445,t2dah_a.mtx,278,2860
239,1.0,0,0.0137361416112,4635,0.395453522458,822,bp_1000.mtx,0,822
240,6.4,1,0.00895136082275,404398,0.903107154577,9506,nemeth19.mtx,6,9500
241,3.57676659046,477,0.0202459720337,85693,0.700164992348,2910,nasa2910.mtx,1270,1640
242,1.13860035734,1519,0.000344971159585,185335,0.691152306488,32780,c-55.mtx,4513,14739
243,1.6,1,5.14978866214e-05,324210,0.906233291032,112211,Baumann.mtx,3,7956
244,4.0,0,0.00132625026242,5812,0.86401068061,2961,pde2961.mtx,2,768
245,8.03469022129,59,0.000305141261097,181108,0.824755554528,34454,jan99jac100.mtx,199,33370
246,1.68779196798,4566,0.0628645225796,1131750,0.00463529870469,6001,exdata_1.mtx,2999,4
247,2.0155392,8,0.000547936797965,91634,0.799343584235,18289,mark3jac040.mtx,20,9817
248,1.0,0,4.52982576047e-05,756256,0.908277412996,182730,d_pretok.mtx,0,182730
249,2.0,0,0.000352090884313,878854,0.862438539194,70656,cfd1.mtx,1,35328
250,1.66873987181,94,0.00686312019995,310057,0.913840024651,9506,nemeth17.mtx,313,9193
251,8.0,0,0.000803999591878,38612,0.88603594339,9801,t2d_q9.mtx,2,1276
252,7.5075168288,255,0.00302920043369,4121,0.93541313745,1650,lung1.mtx,825,760
253,4.28413087326,27,0.00389795839605,16160,0.806305212494,2880,g7jac010.mtx,81,824
254,1.0,0,0.00974967438043,81966,0.691167799548,4101,lhr04c.mtx,0,4101
255,2.70698668716,1030,0.0276982089252,145517,0.586717400241,3242,raefsky1.mtx,2265,198
256,4.8,1,0.00656765318043,83431,0.553310160374,5041,SiH4.mtx,3,167
257,1.6470755964,7165,0.000544291317863,207723,0.906488754013,27628,2D_27628_bjtcai.mtx,18416,9212
258,2.31346928457,357,0.0428009784301,48119,0.657639662396,1500,comsol.mtx,928,564
259,1.0,0,0.000492331702191,33914,0.92389506115,11738,pesa.mtx,0,11738
260,2.0,0,0.000340874946662,260320,0.752495243483,39082,cage11.mtx,1,19596
261,2.09540051024,30752,6.32871761326e-05,1320956,0.95161584181,204316,thermomech_dK.mtx,102157,102158
262,1.43228867394,546,8.66304083562e-05,427449,0.493499743175,99340,ASIC_100k.mtx,1295,97885
263,2.54864444749,2236,0.000356067624221,179950,0.817852484355,31793,c-54.mtx,4972,11743
264,1.0,0,0.00516866844717,1248715,0.56614205933,21982,std1_Jac2.mtx,0,21982
265,1.0,0,0.00414544490167,3814,0.84400745714,1357,rail_1357.mtx,0,1357
266,5.57992304124,26828,0.00018928248998,1012440,0.844605571628,103430,matrix_9.mtx,68953,2367
267,1.0,0,0.0833526438498,410781,0.246368164264,3140,psmigr_2.mtx,0,3140
268,1.0,0,0.000312922104739,99576,0.899871911825,25228,epb2.mtx,0,25228
269,1.0,0,0.00714194079836,4231,0.494302528171,1089,b_dyn.mtx,0,1089
270,1.0,0,0.0169711548165,18499,0.63631628069,1477,lhr01.mtx,0,1477
271,6.32862263169,132,0.00535645586727,25382,0.810403925815,3079,ex36.mtx,383,2696
272,1.0,0,0.00301248466312,306699,0.732812544255,14270,lhr14.mtx,0,14270
273,2.45020132504,989,0.000290479783058,36430,0.963854426521,15838,powersim.mtx,3234,9168
274,1.38165364797,495,0.000645398680714,37136,0.785999469679,10728,c-44.mtx,1396,4616
275,8.83423532389,71,0.000255254440071,218468,0.833029090717,41374,jan99jac120.mtx,239,40070
276,9.86949089593,4262,0.00030479374883,136258,0.960980800989,29902,OPF_6000.mtx,13383,13008
277,1.28,2,8.7718355658e-05,40000,0.93894872125,30200,aug2dc.mtx,4,3825
278,1.0,0,0.000448549776943,39128,0.910823878017,13209,big.mtx,0,13209
279,2.0,0,0.000155528152468,70004,0.839629075466,30004,bloweya.mtx,1,15004
280,2.87487898308,242,0.00601225658377,31762,0.774277142361,3251,ex14.mtx,650,2601
281,9.02675322325,369,0.00231718355039,9882,0.74740661215,2921,c-20.mtx,724,668
282,6.62734242257,2282,0.000716018081561,20665,0.511648709914,7598,rajat13.mtx,2268,902
283,1.52647052562,36761,0.000474202933693,5247616,0.877914690837,148770,bmwcra_1.mtx,95036,53716
284,2.68435456,8,0.000365456570641,818224,0.833665044246,66917,gas_sensor.mtx,28,66889
285,1.0,0,5.83931545026e-05,304700,0.950141169172,102158,thermomech_TK.mtx,0,102158
286,1.6384,4,0.0128852421677,582120,0.883629388932,9506,nemeth21.mtx,14,9492
287,1.0,0,0.00938385394875,919552,0.0723191772849,14000,appu.mtx,0,14000
288,6.47982420741,54,0.00231673483093,43606,0.593816077956,6136,shermanACd.mtx,158,5945
289,2.3072015671,39486,0.000220333509457,2586501,0.863800336382,153226,para-4.mtx,101749,51477
290,8.0,0,0.0168823166975,2466,0.609753310061,541,fs_541_1.mtx,3,163
291,1.0,0,0.00519661958407,27741,0.670028788062,3268,bayer05.mtx,0,3268
292,1.0,0,1.52710202403e-05,1174839,0.96448982947,392257,helm2d03.mtx,0,392257
293,1.0,0,0.0271433648162,86768,0.383968828834,2529,orani678.mtx,0,2529
294,6.8899662437,632,0.00113189529326,63788,0.412385428893,10617,FA.mtx,1596,9021
295,8.0,0,0.00430107526882,1740,0.80644900251,900,pde900.mtx,2,120
296,6.19800980012,574,0.0010453089637,29231,0.666971808475,7479,c-36.mtx,1215,2283
297,1.0,0,0.000455816725839,33426,0.738036306098,12111,ncvxqp1.mtx,0,12111
298,1.69290368477,10571,0.00212988780214,565881,0.853059280822,23052,msc23052.mtx,18888,4163
299,1.13982837843,78,0.00144462668474,100396,0.889378383229,11790,g7jac040.mtx,253,9912
300,1.62267634395,218,0.0249967405523,17447,0.694937260537,1182,cavity08.mtx,648,283
301,1.024,3,0.000312271128156,1144663,0.848837693738,85623,poisson3Db.mtx,10,85613
